arabic,arabic_romanization,hebrew,hebrew_romanization,layers
لابتوب,lābtop,לפטופ,láptop,shared_borrowing_source
لاث,lāṯa,לש,lash,shared_proto_semitic_root
لب,lubb,לב,lev,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
لب,lubb,לבב,leváv,shared_proto_semitic_root
لبؤة,labuʔa,לביאה,l'vi'á,shared_proto_semitic_root
لبد,libd,לבד,levád,direct_cognate_he→ar
لبس,labisa,לבש,lavásh,direct_cognate_he→ar
لبن,laban,לבן,laván,direct_cognate_he→ar
لبن,laban,לבנה,l'vaná,direct_cognate_ar→he
لبنان,lubnān,לבן,laván,direct_cognate_ar→he
لبوة,labwa,לביא,laví,shared_proto_semitic_root
لحق,laḥiqa,לקח,lékakh,direct_cognate_he→ar
لحلاح,laḥlāḥ,כלך,kélekh,shared_borrowing_source
لحم,laḥm,לחם,lékhem,direct_cognate_ar→he;direct_cognate_he→ar
لدة,lida,לדה,ledá,direct_cognate_ar→he
لدة,lida,לידה,leydá,direct_cognate_he→ar
لسان,lisān,לשון,lashón,direct_cognate_ar→he;shared_proto_semitic_root
لص,liṣṣ,לסטים,listím,shared_borrowing_source
لعب,laʕiba,הלעיב,hil'ív,direct_cognate_he→ar
لغز,luḡz,לעז,lá'az,direct_cognate_he→ar
لفت,lafata,לפת,léfet,direct_cognate_ar→he;shared_proto_semitic_root
لكد,lakada,ליכוד,likúd,direct_cognate_he→ar
لكد,lakada,לכד,lakhád,direct_cognate_ar→he
لما,lammā,למה,láma,direct_cognate_he→ar
لماذا,li-māḏā,למה זה,láma zé,direct_cognate_he→ar
لندن,lundun,לונדון,lóndon,shared_borrowing_source
لهب,lahiba,להב,láhav,direct_cognate_ar→he
لهجة,lahja,להג,láhag,direct_cognate_he→ar
لو,,לו,lu,direct_cognate_ar→he;direct_cognate_he→ar
لوح,lawḥ,לוח,lúakh,direct_cognate_ar→he;direct_cognate_he→ar
ليث,layṯ,ליש,láyish,direct_cognate_ar→he;direct_cognate_he→ar
ليرة,layra,לירה,líra,shared_borrowing_source
ليس,laysa,יש,yésh,direct_cognate_ar→he;direct_cognate_he→ar
ليل,layl,ליל,láyil,direct_cognate_he→ar;shared_proto_semitic_root
ليل,layl,לילה,láyla,direct_cognate_he→ar;shared_proto_semitic_root
ليلة,layla,ליל,láyil,shared_proto_semitic_root
ليلة,layla,לילה,láyla,direct_cognate_ar→he;shared_proto_semitic_root
ما,mā,מה,ma,direct_cognate_ar→he;direct_cognate_he→ar
ماء,māʔ,מים,máyim,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
مات,māta,מת,mét,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
مالح,māliḥ,מלוח,malúakh,direct_cognate_ar→he;direct_cognate_he→ar
ماه,māha,מים,máyim,shared_proto_semitic_root
مايو,māyū,מאי,may,shared_borrowing_source
مايو,māyū,מקסימלי,maksimáli,shared_borrowing_source
مبارك,mubārik,ברוך,barúkh,direct_cognate_he→ar
مبنى,mabnan,מבנה,mivné,direct_cognate_ar→he;direct_cognate_he→ar
متة,matta,שחמט,shakhmát,shared_borrowing_source
متر,mitr,מטר,matár,shared_borrowing_source
متى,matā,מתי,matái,direct_cognate_ar→he;direct_cognate_he→ar
مثال,miṯāl,משל,mashál,direct_cognate_ar→he
مثل,maṯala,משל,mashál,direct_cognate_ar→he;direct_cognate_he→ar
مجد,majada,מגד,méged,direct_cognate_ar→he;direct_cognate_he→ar
مجدل,mijdal,מגדל,migdál,direct_cognate_ar→he
مجلة,majalla,מגילה,m'gilá,direct_cognate_he→ar
مجن,mijann,מגן,magén,direct_cognate_ar→he;direct_cognate_he→ar
محاسب,muḥāsib,חשב,khasháv,direct_cognate_ar→he
محافظة,muḥāfaẓa,מחוז,makhóz,direct_cognate_he→ar
محراب,miḥrāb,כרוב,kruv,direct_cognate_ar→he
محق,maḥaqa,מחק,mákhak,direct_cognate_ar→he;direct_cognate_he→ar
مخ,muḵḵ,מוח,móakh,shared_proto_semitic_root
مخزن,maḵzan,מחסן,makhsán,direct_cognate_ar→he;direct_cognate_he→ar
مخمس,muḵammas,מחומש,m'khumásh,direct_cognate_ar→he
مد,madda,מדד,madád,direct_cognate_he→ar
مدريد,madrīd,מדריד,madríd,shared_borrowing_source
مدينة,madīna,מדינה,m'diná,direct_cognate_ar→he;direct_cognate_he→ar
مر,marra,מור,mór,direct_cognate_he→ar
مر,marra,מר,mar,direct_cognate_ar→he;direct_cognate_he→ar;shared_borrowing_source
مرخ,maraḵa,מרח,marákh,direct_cognate_ar→he;direct_cognate_he→ar
مرخ,maraḵa,מרק,marák,direct_cognate_ar→he
مرش,maraša,מרץ,merts,direct_cognate_ar→he;direct_cognate_he→ar
مرصبان,marṣabān,מרציפן,martsipán,shared_borrowing_source
مرعى,marʕan,מרעה,mir'é,direct_cognate_ar→he;direct_cognate_he→ar
مرق,maraq,מרק,marák,direct_cognate_he→ar
مرقة,maraqa,מרק,marák,direct_cognate_ar→he;direct_cognate_he→ar
مركب,markab,מרכב,merkáv,direct_cognate_ar→he
مركب,markab,מרכבה,merkavá,direct_cognate_ar→he
مركبة,markaba,מרכבה,merkavá,direct_cognate_he→ar
مزاج,mizāj,מזג,mazág,direct_cognate_ar→he;direct_cognate_he→ar
مزج,mazaja,מזג,mazág,direct_cognate_he→ar
مزمار,mizmār,מזמור,mizmór,direct_cognate_he→ar
مسح,masaḥa,משח,mashákh,direct_cognate_ar→he;direct_cognate_he→ar
مسخ,masaḵa,מסכה,masekhá,direct_cognate_ar→he
مسك,masaka,משך,mashákh,direct_cognate_he→ar
مسكن,maskan,משכן,mishkán,direct_cognate_ar→he;direct_cognate_he→ar
مسكين,miskīn,מסכן,miskén,shared_borrowing_source
مسمار,mismār,מסמר,masmér,direct_cognate_ar→he;direct_cognate_he→ar
مسيح,masīḥ,משיח,mashíakh,direct_cognate_ar→he;direct_cognate_he→ar
مشرق,mašriq,מזרח,mizrákh,direct_cognate_he→ar
مشعر,mašʕar,שיער,se'ár,shared_proto_semitic_root;shared_borrowing_source
مشعر,mašʕar,שער,shá'ar,shared_proto_semitic_root;shared_borrowing_source
مص,maṣṣa,מצץ,matsáts,direct_cognate_ar→he;direct_cognate_he→ar
مصحف,muṣḥaf,מצחף,mitskháf,direct_cognate_he→ar
مصر,miṣr,מצרים,mitsráyim,direct_cognate_ar→he;direct_cognate_he→ar
مصطكى,muṣṭakā,מסטיק,mástik,shared_borrowing_source
مصطكى,muṣṭakā,מסטיקא,mastíka,shared_borrowing_source
مصيدة,maṣyada,מצודה,m'tsudá,direct_cognate_he→ar
مضحك,muḍḥik,מצחיק,matskhík,direct_cognate_ar→he;direct_cognate_he→ar
مطبخ,maṭbaḵ,מטבח,mitbákh,direct_cognate_ar→he;direct_cognate_he→ar
مطر,maṭara,מטר,matár,direct_cognate_he→ar
مع,maʕa,עם,am,direct_cognate_ar→he;direct_cognate_he→ar
معركة,maʕraka,מערכה,ma'arakha,direct_cognate_ar→he;direct_cognate_he→ar
معين,maʕīn,מעיין,ma'ayán,direct_cognate_ar→he
مغارة,maḡāra,מערה,m'ará,direct_cognate_ar→he;direct_cognate_he→ar
مغرب,maḡrib,מערב,ma'aráv,direct_cognate_ar→he;direct_cognate_he→ar
مفتاح,miftāḥ,מפתח,maftéakh,direct_cognate_ar→he;direct_cognate_he→ar
مقام,maqām,מקום,makóm,direct_cognate_ar→he;direct_cognate_he→ar
مقدس,maqdis,מקדש,mikdásh,direct_cognate_ar→he;direct_cognate_he→ar
مقلاع,miqlāʕ,מקלע,maklea',direct_cognate_ar→he
مكان,makān,מכון,makhón,direct_cognate_ar→he
مكر,makara,מכר,makhár,direct_cognate_ar→he
ملأ,malaʔa,מלא,malé,direct_cognate_ar→he;direct_cognate_he→ar
ملاح,mallāḥ,מלוח,malúakh,direct_cognate_he→ar
ملاح,mallāḥ,מלח,mélaḥ,direct_cognate_he→ar;shared_borrowing_source
ملاط,milāṭ,מלט,mélet,direct_cognate_ar→he;direct_cognate_he→ar
ملح,milḥ,מלח,mélaḥ,direct_cognate_he→ar
ملحمة,malḥama,מלחמה,milkhamá,direct_cognate_ar→he;direct_cognate_he→ar
ملحن,mulaḥḥin,מלחין,malkhín,direct_cognate_ar→he
ملك,malak,מלך,mélekh,direct_cognate_he→ar;shared_proto_semitic_root
مليء,malīʔ,מלא,malé,direct_cognate_ar→he
مليار,milyār,מיליארד,milyárd,shared_borrowing_source
ممثل,mumaṯṯil,ממשלה,memshalá,direct_cognate_he→ar
مملكة,mamlaka,ממלכה,mamlakhá,direct_cognate_ar→he;direct_cognate_he→ar
من,min,מן,min,direct_cognate_ar→he;direct_cognate_he→ar
من,min,מנה,maná,direct_cognate_ar→he
منار,manār,מנורה,m'norá,direct_cognate_ar→he
منارة,manāra,מנורה,m'norá,direct_cognate_ar→he;direct_cognate_he→ar
منجل,minjal,מגל,magál,direct_cognate_he→ar
منحة,minḥa,מנחה,minkhá,direct_cognate_ar→he;direct_cognate_he→ar
منخر,minḵar,נחיר,n'khír,direct_cognate_ar→he
منخل,minḵal,מוהל,mohél,direct_cognate_he→ar
منشار,minšār,מסור,masór,direct_cognate_ar→he;direct_cognate_he→ar
منشور,manšūr,מנסרה,minsará,direct_cognate_ar→he
منع,manʕ,מנע,maná',direct_cognate_ar→he;direct_cognate_he→ar
منهج,minhaj,מנהג,minhág,direct_cognate_he→ar
منى,manā,מנה,maná,direct_cognate_he→ar
منية,maniyya,מנה,maná,direct_cognate_he→ar
مهر,mahara,מהיר,mahír,direct_cognate_ar→he
مهر,mahara,מהר,mahér,direct_cognate_ar→he;direct_cognate_he→ar
مهر,mahara,מוהר,móhar,direct_cognate_he→ar
موت,mawt,מוות,mávet,direct_cognate_he→ar
موت,mawt,מות,mávet,direct_cognate_ar→he
مورفيم,mōrfēm,פלטפורמה,platfórma,shared_borrowing_source
موسم,mawsim,אשון,ashún,direct_cognate_he→ar
موسم,mawsim,מזומן,mezumán,direct_cognate_ar→he
موسيقى,mūsīqā,מוזיקה,múzika,direct_cognate_he→ar;shared_borrowing_source
موسيقى,mūsīqā,מוסיקה,músika,direct_cognate_he→ar
موعد,mawʕid,מועד,mo'éd,direct_cognate_he→ar
مولد,mawlid,מולדת,molédet,direct_cognate_ar→he;direct_cognate_he→ar
ميتة,mīta,מיתה,mitá,direct_cognate_he→ar
ميتوكندريون,mītūkundriyūn,מול,mul,shared_borrowing_source
ميكروب,mikrūb,מול,mul,shared_borrowing_source
ميل,mayila,מיל,míl,direct_cognate_ar→he
ميم,mīm,מם,mem,shared_borrowing_source
مين,mayn,מיין,miyén,shared_borrowing_source
ميناء,mīnāʔ,נמל,namél,direct_cognate_ar→he;shared_borrowing_source
ناب,nāba,דוד,dod,shared_proto_semitic_root
ناب,nāba,ידה,yadá,shared_proto_semitic_root
ناب,nāba,ירה,yará,shared_proto_semitic_root
ناب,nāba,כבד,kavéd,shared_proto_semitic_root
ناب,nāba,כיפר,kipér,shared_proto_semitic_root
ناب,nāba,כרוב,kruv,shared_proto_semitic_root
ناب,nāba,מחסנית,makhsanít,shared_proto_semitic_root
ناب,nāba,ניב,niv,direct_cognate_he→ar
ناب,nāba,צלחת,tsalákhat,shared_proto_semitic_root
نادر,nādir,נדיר,nadír,direct_cognate_ar→he
نار,nār,נור,nur,shared_proto_semitic_root
نار,nār,ניר,nir,shared_proto_semitic_root
نار,nār,נר,ner,shared_proto_semitic_root
نازي,nāziyy,נאצי,nátsi,shared_borrowing_source
ناصري,nāṣiriyy,נוצרי,notsrí,direct_cognate_he→ar
ناقة,nāqa,ינק,yanák,shared_proto_semitic_root
نام,nāma,נם,nám,direct_cognate_ar→he;direct_cognate_he→ar
نبأ,nabaʔ,ניבא,nibé,direct_cognate_ar→he
نبتون,nibtūn,נפטון,néptun,shared_borrowing_source
نبح,nabaḥa,נבח,navákh,direct_cognate_he→ar
نبع,nabaʕa,נבע,navá',direct_cognate_ar→he
نبي,nabiyy,נביא,naví,direct_cognate_ar→he;direct_cognate_he→ar
نترون,nūtrūn,ניטרון,neitrón,shared_borrowing_source
نتن,natana,נתן,natán,direct_cognate_ar→he;direct_cognate_he→ar
نجل,najala,נגר,nagár,direct_cognate_ar→he
نجل,najala,נכד,nékhed,direct_cognate_ar→he
نحاس,nuḥās,נחושת,n'khóshet,direct_cognate_ar→he;direct_cognate_he→ar
نحاس,nuḥās,נחש,nakhásh,shared_proto_semitic_root
نحس,naḥasa,נחש,nakhásh,direct_cognate_ar→he
نحل,naḥala,נחיל,n'khil,direct_cognate_ar→he
نحن,naḥnu,אנחנו,anákhnu,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
نحن,naḥnu,נחנו,nákhnu,shared_proto_semitic_root
نذر,naḏara,נדר,néder,direct_cognate_he→ar
نذر,naḏara,נזר,nézer,direct_cognate_he→ar
نرجس,narjis,נרקיס,narkís,shared_borrowing_source
نرجسية,narjisiyya,נרקיס,narkís,shared_borrowing_source
نزح,nazaḥa,זנח,zanákh,direct_cognate_ar→he;direct_cognate_he→ar
نسأ,nasaʔa,נשא,nasá,direct_cognate_he→ar
نسأ,nasaʔa,נשה,nashá,direct_cognate_he→ar
نساء,nasāʔ,נשים,nashím,direct_cognate_ar→he
نسخ,nasaḵa,נסח,nasákh,direct_cognate_he→ar
نسخة,nusḵa,נוסח,nusákh,direct_cognate_ar→he;direct_cognate_he→ar
نسمة,nasama,נשמה,neshamá,direct_cognate_ar→he
نسى,nassā,נישה,nísha,direct_cognate_he→ar
نسي,nasiya,נשה,nashá,direct_cognate_ar→he
نشأ,našaʔa,נשא,nasá,direct_cognate_he→ar;shared_proto_semitic_root
نشب,našiba,נשב,nasháv,direct_cognate_he→ar
نشم,našam,תנשמת,tinshémet,direct_cognate_ar→he
نصراني,naṣrāniyy,נוצרי,notsrí,direct_cognate_ar→he
نطف,naṭafa,נטף,naṭáf,direct_cognate_ar→he
نظر,naẓara,נצר,nétser,direct_cognate_he→ar
نعل,naʕala,נעל,ná'al,direct_cognate_ar→he;direct_cognate_he→ar
نعم,naʕama,נעים,na'ím,direct_cognate_he→ar
نعم,naʕama,נעם,na'ám,direct_cognate_ar→he;direct_cognate_he→ar
نعناع,naʕnāʕ,נענע,na'na',direct_cognate_ar→he
نغم,naḡm,נעימה,ne'imá,direct_cognate_he→ar
نفخ,nafaḵa,נפח,nafákh,shared_proto_semitic_root
نفر,nafara,סנפיר,s'napír,direct_cognate_he→ar
نفس,nafusa,נפש,néfesh,direct_cognate_he→ar;shared_proto_semitic_root
نفط,nifṭ,נפט,neft,shared_borrowing_source
نقاب,niqāb,נקבה,n'kevá,direct_cognate_ar→he
نقانق,naqāniq,נקניק,nakník,direct_cognate_ar→he;shared_borrowing_source
نقب,naqaba,נקב,nékev,direct_cognate_he→ar
نقر,naqara,נקר,nakár,direct_cognate_he→ar
نقطة,nuqṭa,נקודה,n'kudá,direct_cognate_ar→he;direct_cognate_he→ar
نقع,naqaʕa,נקע,naká,direct_cognate_he→ar
نقي,naqiyy,נקי,nakí,direct_cognate_ar→he;direct_cognate_he→ar
نكر,nakira,נכרי,nokhrí,direct_cognate_ar→he;direct_cognate_he→ar
نمر,namir,נמר,namér,direct_cognate_he→ar;shared_proto_semitic_root
نمش,namiša,נמש,némesh,direct_cognate_ar→he;direct_cognate_he→ar
نمل,naml,נמלה,nemalá,direct_cognate_ar→he;direct_cognate_he→ar
نهر,nahr,נהר,nahár,direct_cognate_he→ar;shared_proto_semitic_root
نهق,nahaqa,נהק,nahák,direct_cognate_he→ar
نوترون,nutrūn,ניטרון,neitrón,shared_borrowing_source
نوتي,nūtiyy,נווט,navát,shared_borrowing_source
نور,nawwara,נור,nur,direct_cognate_he→ar;shared_proto_semitic_root
نور,nawwara,ניר,nir,shared_proto_semitic_root
نور,nawwara,נר,ner,shared_proto_semitic_root
نون,nūn,נון,nun,shared_borrowing_source
نيء,nīʔ,נא,ná,direct_cognate_ar→he;direct_cognate_he→ar
نية,niyya,נא,ná,direct_cognate_ar→he;direct_cognate_he→ar
نيترون,nyutrūn,ניטרון,neitrón,shared_borrowing_source
نير,nayyir,מנור,manór,direct_cognate_he→ar;shared_borrowing_source
نينجا,nīnjā,נינג׳ה,nínja,shared_borrowing_source
نيوترون,nyutrūn,ניטרון,neitrón,shared_borrowing_source
ها,hā,ה־,ha-,direct_cognate_he→ar
هذا,hāḏā,הזה,hazé,direct_cognate_ar→he;direct_cognate_he→ar
هذا,hāḏā,זה,ze,direct_cognate_he→ar
هرد,harada,כלור,klór,shared_borrowing_source
هرس,harasa,הרס,héres,direct_cognate_he→ar
هل,hal,ה־,ha-,direct_cognate_he→ar
هلك,halaka,הלך,halákh,direct_cognate_ar→he;shared_proto_semitic_root
هم,hum,הם,hem,direct_cognate_he→ar
هن,hunna,הן,hen,direct_cognate_he→ar
هنأ,hanaʔa,נהנה,nehená,direct_cognate_ar→he
هنا,hunā,הנה,héna,direct_cognate_ar→he;direct_cognate_he→ar
هندوس,hindūs,הודו,hódu,shared_borrowing_source
هو,huwa,הוא,hu,shared_proto_semitic_root
هوى,hawan,הוא,hu,direct_cognate_he→ar
هوى,hawan,הוה,hĕwē,direct_cognate_he→ar
هوى,hawan,יהוה,YHWH,direct_cognate_he→ar
هي,hiya,היא,hi,shared_proto_semitic_root
هيكل,haykal,היכל,hekhál,direct_cognate_he→ar;shared_borrowing_source
هيه,hiyah,היא,hi,shared_proto_semitic_root
وئب,waʔiba,איב,ayáv,direct_cognate_he→ar
واحد,wāḥid,אחד,ekhád,shared_proto_semitic_root
وارسو,warsō,וורשה,vársha,shared_borrowing_source
وبل,wabala,יובל,yuvál,direct_cognate_he→ar
وتد,watada,יתד,yatéd,direct_cognate_ar→he;direct_cognate_he→ar
وتر,watara,יתר,yéter,direct_cognate_ar→he
وثيق,waṯīq,ותיק,vatík,direct_cognate_he→ar
ودع,wadaʕa,ידע,yéda,shared_proto_semitic_root
ودود,wadūd,ידיד,yadíd,direct_cognate_ar→he
وديد,wadīd,ידיד,yadíd,direct_cognate_he→ar
ورث,wariṯa,ירש,yarásh,direct_cognate_ar→he;direct_cognate_he→ar
ورد,warada,ורד,véred,direct_cognate_ar→he;direct_cognate_he→ar
ورد,warada,ורוד,varód,direct_cognate_he→ar
ورد,warada,ירד,yarád,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
ورد,warada,ירדן,hayardén,direct_cognate_he→ar
ورق,waraq,ירוק,yarók,direct_cognate_he→ar
ورق,waraq,ירק,yérek,shared_proto_semitic_root
ورك,warik,ירך,yarékh,direct_cognate_ar→he;direct_cognate_he→ar
وزن,wazana,מאזניים,moz'náyim,direct_cognate_he→ar
وسادة,wisāda,דוד,dod,shared_proto_semitic_root
وسادة,wisāda,ידה,yadá,shared_proto_semitic_root
وسادة,wisāda,יסוד,yesód,direct_cognate_ar→he;direct_cognate_he→ar
وسادة,wisāda,ירה,yará,shared_proto_semitic_root
وسادة,wisāda,כבד,kavéd,shared_proto_semitic_root
وسادة,wisāda,כיפר,kipér,shared_proto_semitic_root
وسادة,wisāda,כרוב,kruv,shared_proto_semitic_root
وسادة,wisāda,מחסנית,makhsanít,shared_proto_semitic_root
وسادة,wisāda,צלחת,tsalákhat,shared_proto_semitic_root
وصى,waṣṣā,ציווה,tsivá,direct_cognate_he→ar
وصية,waṣiyya,מצווה,mitsvá,direct_cognate_he→ar
وضؤ,waḍuʔa,יצא,yatsá,direct_cognate_ar→he
وعظ,waʕaẓa,יעץ,ya'áts,direct_cognate_ar→he
وعل,waʕala,יעל,ya'él,shared_proto_semitic_root
وعليكم السلام,wa-ʕalaykumu s-salāmu,עליכם שלום,alekhém shalóm,direct_cognate_he→ar
وفى,wafā,יפה,yafé,direct_cognate_he→ar
وقار,waqār,יקר,yakár,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
وقع,waqaʕa,יקע,yaká,direct_cognate_he→ar
وكل,wakkala,יכול,yakhól,direct_cognate_he→ar
ولادة,wilāda,הולדת,hulédet,direct_cognate_ar→he;direct_cognate_he→ar
ولد,walada,ילד,yéled,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
وليد,walīd,יליד,yalíd,direct_cognate_ar→he;direct_cognate_he→ar
وهب,wahaba,יהב,y'háv,direct_cognate_ar→he
ويبة,wayba,איפה,efó,shared_borrowing_source
ويسكي,wiskī,ויסקי,víski,shared_borrowing_source
يؤيؤ,yuʔyuʔ,איה,ayé,direct_cognate_ar→he
يئس,yaʔisa,התייאש,hitya'ésh,direct_cognate_he→ar
يئس,yaʔisa,ייאש,ye'ésh,direct_cognate_he→ar
يابسة,yābisa,יבשה,yabashá,direct_cognate_ar→he
ياقوت,yāqūt,יקינתון,yakintón,shared_borrowing_source
يبس,yabisa,יבש,yavésh,direct_cognate_ar→he
يتيم,yatīm,יתום,yatóm,direct_cognate_ar→he;direct_cognate_he→ar;shared_proto_semitic_root
يخت,yaḵt,יאכטה,yákhta,shared_borrowing_source
يد,yad,יד,yád,shared_proto_semitic_root
يد,yad,ידה,yadá,shared_proto_semitic_root
يربوع,yarbūʕ,עכבר,akhbár,direct_cognate_ar→he
يسر,yasura,אושר,'ósher,direct_cognate_he→ar
يسوع,yasūʕ,ישוע,yeshúa,direct_cognate_he→ar
يسير,yasīr,ישר,yashár,direct_cognate_ar→he;direct_cognate_he→ar
يشب,yašb,ישפה,yošp̄e,direct_cognate_ar→he
يشم,yašm,ישפה,yošp̄e,direct_cognate_he→ar
يعني,yaʕnī,יען,ya'en,direct_cognate_ar→he
يم,yamm,ים,yam,direct_cognate_ar→he
يمين,yamīn,ימין,yamín,shared_proto_semitic_root
يناير,yanāyir,ינואר,yánuar,shared_borrowing_source
يود,yūd,יוד,yod,shared_borrowing_source
يورانيوم,yurānyum,אורניום,urányum,shared_borrowing_source
يوليو,yūlyū,יולי,yúli,shared_borrowing_source
يوم,yawm,יום,yom,direct_cognate_he→ar;shared_proto_semitic_root
يونيو,yūnyū,יוני,yúni,shared_borrowing_source
